make,model,year,fuelType,cityMPG,highwayMPG,combinedMPG,gCo2pM
Honda,Odyssey,2022,Regular,19.4381,27.7882,22.4775,394
Kia,Stinger AWD,2022,Premium,20.5219,28.8967,23.5997,380
Kia,Stinger RWD,2022,Premium,21.6699,31.5813,25.2336,355
Kia,Stinger AWD,2022,Premium,17.2255,24.3844,19.8476,451
Kia,Stinger RWD,2022,Premium,17.7679,25.2069,20.4889,437
Kia,Carnival,2022,Regular,19.4307,26.1963,21.9859,407
Acura,MDX FWD,2022,Premium,19,26.3231,22.2878,411
Hyundai,Tucson FWD,2022,Regular,25.8151,32.7045,28.5185,314
Mitsubishi,Eclipse Cross 2WD,2022,Regular,25,27.9039,26,338
Mitsubishi,Eclipse Cross ES 2WD,2022,Regular,26.2251,29,27,327
Acura,MDX AWD,2022,Premium,18.6331,25,21.2158,423
Mitsubishi,Eclipse Cross 4WD,2022,Regular,24.5536,26.383,25.3444,347
Mitsubishi,Eclipse Cross ES 4WD,2022,Regular,25.0375,27.6604,26.1535,337
Genesis,G70 RWD,2022,Premium,17.5272,26.508,20.68,433
Kia,Sportage FWD,2022,Regular,20.1673,27.6137,22.9526,392
Kia,Sportage FWD,2022,Regular,22.9288,30.1582,25.7012,350
Mitsubishi,Outlander 2WD,2022,Regular,24.468,31.2329,27.1104,328
Genesis,GV70 AWD,2022,Premium,18.6274,24.6864,20.9402,428
Hyundai,Tucson AWD,2022,Regular,23.6043,28.6585,25.639,349
Kia,Sportage AWD,2022,Regular,19.3663,24.4967,21.3814,421
Kia,Sportage AWD,2022,Regular,21.5261,25.5258,23.1591,389
Mitsubishi,Outlander 4WD,2022,Regular,24.4886,30,26,342
Hyundai,Kona FWD,2022,Regular,29.42,34.6314,31.5569,284
Hyundai,Kona FWD,2022,Regular,29.5049,35.3492,31.8764,281
Hyundai,Kona AWD,2022,Regular,26.8545,31.7592,28.8601,311
Hyundai,Kona AWD,2022,Regular,27.6734,32.7817,29.7602,301
MINI,Cooper Convertible,2022,Premium,28.7217,38.1457,32.3142,273
MINI,Cooper Convertible,2022,Premium,27.2492,37.3215,31.0159,284
MINI,Cooper S Convertible,2022,Premium,22.7755,32.5771,26.342,335
BMW,M8 Competition Coupe,2022,Premium,14.5189,21.1641,16.9079,522
BMW,M8 Competition Convertible,2022,Premium,14.5189,21.1641,16.9079,522
MINI,Cooper Hardtop 2 door,2022,Premium,28.7217,38.1457,32.3142,273
MINI,Cooper Hardtop 2 door,2022,Premium,27.2492,37.3215,31.0159,284
MINI,Cooper Hardtop 4 door,2022,Premium,28.7217,38.1457,32.3142,273
MINI,Cooper Hardtop 4 door,2022,Premium,27.2492,37.3215,31.0159,284
MINI,Cooper S Hardtop 2 door,2022,Premium,22.937,33.3787,26.6948,331
MINI,Cooper S Hardtop 4 door,2022,Premium,22.937,33.3787,26.6948,331
MINI,John Cooper Works Hardtop 2 door,2022,Premium,21.9456,31.2801,25.3498,348
Genesis,G70 AWD,2022,Premium,17.0725,25.3646,20.0173,447
BMW,X2 xDrive28i,2022,Premium,23.9153,31.3108,26.7595,331
BMW,X2 M35i,2022,Premium,23.4408,30.2672,26.0886,339
BMW,M5 CS Sedan,2022,Premium,14.5189,21.1641,16.9079,522
BMW,M8 Competition Gran Coupe,2022,Premium,14.5189,21.1641,16.9079,522
MINI,Cooper Countryman,2022,Premium,26.099,33.0763,28.8363,306
MINI,Cooper Countryman All4,2022,Premium,23.0934,30.4552,25.912,340
MINI,Cooper S Clubman,2022,Premium,22.7755,32.5771,26.342,335
Hyundai,Tucson Hybrid,2022,Regular,37.3332,35.7681,36.6123,245
Hyundai,Tucson Hybrid Blue,2022,Regular,37.5943,37.9043,37.7332,238
BMW,M850i xDrive Coupe,2022,Premium,17,25,20,442
BMW,M850i xDrive Convertible,2022,Premium,16.6833,24.3827,19.4466,454
BMW,M850i xDrive Gran Coupe,2022,Premium,16.6833,24.3827,19.4466,454
BMW,Alpina B8 Gran Coupe,2022,Premium,16.6833,24.3827,19.4466,454
BMW,750i xDrive Sedan,2022,Premium,16.6833,24.3827,19.4466,454
BMW,Alpina B7 xDrive,2022,Premium,16.6833,24.3827,19.4466,454
Buick,Encore FWD,2022,Regular,24,32,27,329
Chevrolet,Trax FWD,2022,Regular,24,32,27,329
Buick,Encore AWD,2022,Regular,23,30,26,342
Chevrolet,Trax AWD,2022,Regular,23,30,26,342
MINI,Cooper S Convertible,2022,Premium,26.5817,36.0296,30.138,293
MINI,John Cooper Works Convertible,2022,Premium,24.4538,32.5267,27.5283,319
BMW,840i Coupe,2022,Premium,22.7495,29.8444,25.4747,347
BMW,840i xDrive Coupe,2022,Premium,20.2587,27.1226,22.8623,388
BMW,840i Convertible,2022,Premium,21.9399,28.6417,24.5219,360
BMW,840i xDrive Convertible,2022,Premium,20.2587,27.1226,22.8623,388
MINI,Cooper S Hardtop 2 door,2022,Premium,27.7121,37.8108,31.4977,280
MINI,Cooper S Hardtop 4 door,2022,Premium,27.7121,37.8108,31.4977,280
MINI,John Cooper Works Hardtop 2 door,2022,Premium,25.2412,34.0132,28.5552,308
Hyundai,Veloster N,2022,Premium,19.5776,27.2801,22.4271,400
Hyundai,Veloster N,2022,Premium,22.2427,28.4246,24.6557,363
BMW,X2 sDrive28i,2022,Premium,23.7118,31.6597,26.7317,330
BMW,840i Gran Coupe,2022,Premium,21.9399,28.6417,24.5219,360
BMW,840i xDrive Gran Coupe,2022,Premium,20.2587,27.1226,22.8623,388
MINI,Cooper S Clubman,2022,Premium,25.4241,34.945,28.9767,304
MINI,Cooper S Countryman,2022,Premium,24.3683,32.6618,27.5119,321
MINI,Cooper S Countryman All4,2022,Premium,22.6786,31.1662,25.846,341
MINI,Cooper S Clubman All4,2022,Premium,23.1748,31.9376,26.4392,333
MINI,John Cooper Works Clubman All4,2022,Premium,23.1741,30.8526,26.096800000000002,339
MINI,JCW Countryman All4,2022,Premium,23,30.2233,26.1323,343
BMW,740i Sedan,2022,Premium,21.9399,28.6417,24.5219,360
BMW,740i xDrive Sedan,2022,Premium,20.2587,27.1226,22.8623,388
Genesis,G90 AWD,2022,Premium,16.9285,24.0365,19.527,460
Genesis,G90 RWD,2022,Premium,16.779,24.2996,19.494,459
Genesis,G90 AWD,2022,Premium,15.6519,23.244,18.3489,488
Genesis,G90 RWD,2022,Premium,15.8028,23.7068,18.5923,481
Subaru,Legacy AWD,2022,Regular,26.8694,35.1445,30.0538,295
Subaru,Legacy AWD,2022,Regular,23.6674,32.3515,26.919,330
Buick,Encore GX FWD,2022,Regular,29.42,30.8899,30.0638,296
Buick,Encore GX FWD,2022,Regular,28.5494,31.7115,29.8906,297
Chevrolet,Trailblazer FWD,2022,Regular,29.42,30.8899,30.0638,296
Chevrolet,Trailblazer FWD,2022,Regular,29.1846,32.8759,30.7376,289
Kia,Seltos FWD,2022,Regular,29.3533,34.5703,31.4919,283
Buick,Encore GX AWD,2022,Regular,26.2388,28.5501,27.2308,324
Chevrolet,Trailblazer AWD,2022,Regular,26,30,28.3477,313
Genesis,GV70 AWD,2022,Premium,19.4394,25.6735,21.8241,408
Genesis,GV70 AWD,2022,Premium,21.9341,28.0392,24.3166,368
Kia,Seltos AWD,2022,Regular,25.0648,29.9076,27.0347,331
Kia,Seltos AWD,2022,Regular,26.8552,30.9153,28.542,314
Subaru,Outback AWD,2022,Regular,26.1042,32.9376,28.7922,308
Subaru,Outback AWD,2022,Regular,23.2447,29.8444,25.8134,343
Subaru,Outback Wilderness AWD,2022,Regular,21.6093,26.3231,23.5033,377
BMW,M760i xDrive Sedan,2022,Premium,13.2097,19.7595,15.5255,570
Infiniti,QX55 AWD,2022,Premium,22,28.4195,24.9063,364
Chevrolet,Malibu,2022,Premium,21.9811,33.0674,25.8866,342
Chevrolet,Malibu,2022,Regular,29,35.8627,32.1418,275
Kia,K5,2022,Regular,28.5494,37.8335,32.0934,277
Kia,K5,2022,Regular,26.8082,37.2533,30.679,292
Kia,K5 AWD,2022,Regular,25.2729,33.2803,28.3415,316
Kia,K5,2022,Regular,23.7569,32.1794,26.9286,332
Volkswagen,Taos,2022,Regular,28.0777,35.8485,31.1126,286
Volkswagen,Taos 4motion,2022,Regular,24.8563,31.7913,27.5619,323
Land Rover,Range Rover Sport,2022,Premium,16.7042,21.9137,18.7053,474
Land Rover,Range Rover Sport SVR,2022,Premium,14.5136,19.6238,16.4401,540
Land Rover,Range Rover Sport P360 MHEV,2022,Premium,18.5204,23.8248,20.5825,433
Land Rover,Range Rover Sport P400 MHEV,2022,Premium,18.5204,23.8248,20.5825,433
Land Rover,Defender 110 MHEV,2022,Premium,17.4105,21.7626,19.1322,462
Land Rover,Defender 90 MHEV,2022,Premium,17.4105,21.7626,19.1322,462
Land Rover,Defender 110,2022,Premium,14.2845,18.6021,15.9505,563
Chevrolet,Spark,2022,Regular,30.4158,37.8932,33.3799,266
Chevrolet,Spark ACTIV,2022,Regular,30.4158,37,33.3799,266
Chevrolet,Spark,2022,Regular,29.2865,37.6694,32.5457,273
Chevrolet,Spark ACTIV,2022,Regular,29.2865,37,32,278
Genesis,G70 AWD,2022,Premium,20.3367,28.3027,23.286,385
Genesis,G70 RWD,2022,Premium,20.8077,30.5975,24.3075,367
Kia,Soul,2022,Regular,27.6028,33.2191,29.8758,301
Kia,Soul Eco dynamics,2022,Regular,28.818,35.1195,31.3493,287
Kia,Soul,2022,Regular,26.914,31.5033,28.8021,309
Ford,Transit Connect Van FWD,2022,Regular,19.5853,26.3879,22.1555,401
Ford,Transit Connect Wagon LWB FWD,2022,Regular,19.5124,26,22.1652,404
Ford,Transit Connect USPS,2022,Regular,19.8767,26.7115,22.4632,396
Ford,Transit Connect Van FWD,2022,Regular,23.9831,26.5152,25.06,355
Ford,Transit Connect Van FFV,2022,Gasoline or E85,23.9682,26.501,25.0454,355
Ford,Transit Connect Wagon LWB FWD,2022,Regular,23.5971,28.4471,25.5579,347
Ford,Transit Connect Wagon LWB FFV,2022,Gasoline or E85,23.5971,28.4471,25.5579,347
Land Rover,Discovery,2022,Premium,19.3318,22.2428,20.5416,436
Land Rover,Defender 110,2022,Premium,16.6221,20.1674,18.05,492
Land Rover,Defender 90,2022,Premium,17.8574,20.7578,19.0555,466
Land Rover,Defender 90,2022,Premium,14.8182,19.0116,16.4511,545
Honda,Insight Touring,2022,Regular,51.2457,44.5034,47.975,184
Honda,Insight,2022,Regular,54.9485,48.7657,51.9827,170
Nissan,Pathfinder 2WD,2022,Regular,20.9633,25.8714,22.92,386
Nissan,Pathfinder 4WD,2022,Regular,20.7463,26.7589,23.08,384
Land Rover,Discovery MHEV,2022,Premium,18.445,24.0689,20.6123,435
Nissan,Pathfinder 4WD Platinum,2022,Regular,20.3124,24.7605,22.0989,399
Hyundai,Sonata Hybrid,2022,Regular,44.6244,50.8517,47.2269,189
Hyundai,Sonata Hybrid Blue,2022,Regular,50.0265,54.3055,51.8655,172
Buick,Envision FWD,2022,Regular,23.5267,31,26,341
Cadillac,XT4 FWD,2022,Premium,23.5267,30,26,341
Kia,Telluride FWD,2022,Regular,20.0948,26.4527,22.5318,395
Buick,Envision AWD,2022,Regular,22,29,25,350
Cadillac,XT4 AWD,2022,Premium,22,29,24,364
Hyundai,Palisade FWD,2022,Regular,19.2929,26.4664,21.9729,407
Hyundai,Palisade AWD,2022,Regular,19.0736,24.431,21.1618,426
MINI,Cooper SE Countryman All4,2022,Premium and Electricity,29.1529,29.8444,29.4601,175
Hyundai,Elantra,2022,Regular,30.7723,40.8112,34.6026,257
Hyundai,Elantra,2022,Regular,32.8785,42.5634,36.6291,244
Hyundai,Elantra,2022,Regular,28.0454,35.5409,30.9861,288
Hyundai,Elantra,2022,Regular,24.8563,33.65,28.1689,318
Genesis,G80 AWD,2022,Premium,21.788,30.0512,24.8647,360
Genesis,G80 RWD,2022,Premium,22.5158,31.8318,25.9308,345
Hyundai,Sonata,2022,Regular,26.8394,36.6221,30.5065,293
Hyundai,Sonata,2022,Regular,26.8552,36.8145,30.5776,293
Hyundai,Sonata,2022,Regular,28.0101,38.0722,31.7911,282
Hyundai,Sonata,2022,Regular,23.3028,32.5707,26.7248,335
Kia,Niro,2022,Regular,51,46,49,183
Kia,Niro FE,2022,Regular,52.9723,48.327,50,179
Kia,Niro Touring,2022,Regular,46,40,43,208
Hyundai,Santa Cruz FWD,2022,Regular,21.3224,25.5689,23.0446,385
Hyundai,Santa Cruz AWD,2022,Regular,21.1786,27.1154,23.4933,382
Hyundai,Santa Cruz AWD,2022,Regular,19.3767,27.1338,22.2375,403
Chevrolet,Equinox FWD,2022,Regular,26.3761,31,28,318
GMC,Terrain FWD,2022,Regular,25,30,27,330
Hyundai,Santa Fe FWD,2022,Regular,24.5777,27.7302,25.9029,344
Hyundai,Santa Fe FWD,2022,Regular,22.3233,27.9345,24.5416,365
Chevrolet,Equinox AWD,2022,Regular,25.1342,30.3494,27.2406,327
GMC,Terrain AWD,2022,Regular,24.508,28,26,342
Hyundai,Santa Fe AWD,2022,Regular,22.2521,25.2363,23.5027,378
Hyundai,Santa Fe AWD,2022,Regular,21.4659,27.6779,23.8775,375
Hyundai,Santa Fe Hybrid,2022,Regular,33.2328,29.8515,31.621,283
Kia,Telluride AWD,2022,Regular,18.5496,24.3245,20.7684,429
Hyundai,Santa Fe Hybrid Blue,2022,Regular,36.2848,31.4672,33.9461,264
Cadillac,CT4 V,2022,Premium,15.6519,24.1681,18.6015,478
Cadillac,CT4 V,2022,Premium,15.4819,23.0223,18.1582,488
Cadillac,XT5 FWD,2022,Regular,18.5895,25.5893,21.199,419
Cadillac,XT6 FWD,2022,Regular,18.5895,25.5893,21.199,419
Cadillac,XT5 FWD,2022,Premium,22,29.2741,24,370
Cadillac,XT6 FWD,2022,Premium,21.2505,27.4208,23,386
Chevrolet,Blazer FWD,2022,Regular,22,29.3143,25.3307,358
Chevrolet,Blazer FWD,2022,Regular,19.1236,26.8407,21.9655,405
Cadillac,XT5 AWD,2022,Regular,18.2647,25.5432,20.9512,424
Cadillac,XT6 AWD,2022,Regular,17.9691,24.8246,20.519,433
Cadillac,XT5 AWD,2022,Premium,21,27,23,386
Cadillac,XT6 AWD,2022,Premium,21,26,23,386
Chevrolet,Blazer AWD,2022,Regular,18.7066,25.6735,21.3087,417
Chevrolet,Blazer AWD,2022,Regular,22.1096,27,24.4647,368
GMC,Acadia FWD,2022,Regular,22,29.3143,25.3307,358
GMC,Acadia FWD,2022,Regular,19.1236,26.8407,21.9655,405
GMC,Acadia AWD,2022,Regular,18.7066,25.6735,21.3087,417
GMC,Acadia AWD,2022,Regular,22.1096,27,24.4647,368
Hyundai,Santa Fe Plug-in Hybrid,2022,Regular Gas and Electricity,33.3209,32.163,32.7897,111
Jaguar,F-Type R AWD Coupe,2022,Premium,15.5008,24.0365,18.4489,481
Jaguar,F-Type R AWD Convertible,2022,Premium,15.5008,24.0365,18.4489,481
Cadillac,CT5 V,2022,Premium,12.8604,20.5806,15.4722,573
Cadillac,CT5 V,2022,Premium,12.9683,21.9995,15.9068,557
Hyundai,Elantra Hybrid,2022,Regular,49.2526,52.0663,50.4802,177
Hyundai,Elantra Hybrid Blue,2022,Regular,52.7058,55.5898,53.9657,165
Subaru,Impreza 4-Door,2022,Regular,23.2447,31.2288,26.2667,337
Subaru,Impreza 4-Door,2022,Regular,28.4667,36.3501,31.5453,280
Subaru,Impreza Sport 4-Door,2022,Regular,27.1281,35.7879,30.443,291
Subaru,Impreza 5-Door,2022,Regular,23.5971,30.9153,26.4104,335
Subaru,Impreza 5-Door,2022,Regular,28.0473,35.9506,31.1266,284
Subaru,Impreza Sport 5-Door,2022,Regular,22.3944,29.9708,25.2689,351
Subaru,Impreza Sport 5-Door,2022,Regular,27.1962,35.0586,30.2489,292
Cadillac,XT5 Hearse FWD,2022,Premium,19.5853,22.6702,20.8628,425
Jeep,Grand Wagoneer 2WD,2022,Premium,12.7459,18.7141,14.8816,595
Jeep,Grand Wagoneer 4WD,2022,Premium,12.6685,18.3966,14.7328,602
Toyota,Corolla,2022,Regular,29.7651,38.1044,33.0167,267
Toyota,Corolla,2022,Regular,29.086,38.7858,32.7744,271
Toyota,Corolla XLE,2022,Regular,28.8851,37.4747,32.2071,274
Toyota,Corolla Hybrid,2022,Regular,53,52,52,170
Toyota,Corolla,2022,Regular,30.8774,39.6137,34.2793,257
Toyota,Corolla,2022,Regular,28.818,36.453,31.8168,277
Toyota,Corolla XSE,2022,Regular,30.5479,38.4889,33.6743,265
Toyota,Corolla APEX,2022,Regular,30.6003,38.0439,33.5547,265
Toyota,Corolla APEX,2022,Regular,28,35.7879,31.4081,286
Toyota,Prius,2022,Regular,54,50,52,170
Toyota,Prius AWD,2022,Regular,51,47,49,179
Toyota,Prius Eco,2022,Regular,57.8088,53.3226,55.7,158
Cadillac,XT5 Limo FWD,2022,Premium,19.5853,22.6702,20.8628,425
Cadillac,XT5 Hearse AWD,2022,Premium,19.5853,22.6702,20.8628,425
Cadillac,XT5 Limo AWD,2022,Premium,19.5853,22.6702,20.8628,425
Buick,Enclave FWD,2022,Regular,18.117,26,21.2928,424
Chevrolet,Traverse FWD,2022,Regular,18.117,27.0988,21.2928,417
Buick,Enclave AWD,2022,Regular,17,24.8685,20.241,448
Chevrolet,Traverse AWD,2022,Regular,17,24.8685,20.241,448
Audi,R8 Coupe,2022,Premium,13.1687,19.479,15.416,572
Audi,R8 Spyder,2022,Premium,13.1687,19.479,15.416,572
Audi,R8 Coupe RWD,2022,Premium,14.0331,22.8583,16.9838,518
Audi,R8 Spyder RWD,2022,Premium,14.0331,22.8583,16.9838,518
Audi,TT Roadster quattro,2022,Regular,22.6927,30.187,25.5467,346
Lamborghini,Huracan Spyder,2022,Premium,13.0732,18.2401,14.9857,596
Lamborghini,Huracan Coupe,2022,Premium,13.0732,18.2401,14.9857,596
Lamborghini,Huracan Spyder RWD,2022,Premium,13.0766,18.2397,14.9855,596
Lamborghini,Huracan Coupe RWD,2022,Premium,13.0766,18.2397,14.9855,596
Bentley,Continental GT V8 Convertible,2022,Premium,15.5122,25.6858,18.8767,473
Audi,A5 Coupe quattro,2022,Premium,23.9832,30.8316,26.6467,332
Audi,A5 Cabriolet quattro,2022,Premium,22.5712,31.2305,25.7889,345
Audi,RS 5 Coupe,2022,Premium,18.0638,25.0904,20.6685,430
Audi,TT Coupe quattro,2022,Regular,22.6927,30.187,25.5467,346
Audi,S5 Coupe,2022,Premium,21.2583,29.5798,24.3396,363
Audi,S5 Cabriolet,2022,Premium,20.7723,27.9925,23.4999,375
Bentley,Continental GT,2022,Premium,15.8345,26.2278,19.2709,462
Chevrolet,Camaro,2022,Premium,12.838,20.9877,15.5563,571
Chevrolet,Camaro,2022,Premium,13.6628,19.5704,15.8105,562
Audi,A4 quattro,2022,Premium,25.7063,33.7746,28.8025,307
Audi,A4 S line quattro,2022,Premium,23.9832,30.8316,26.6467,332
Audi,S4,2022,Premium,21.2583,29.5798,24.3396,363
Cadillac,CT4,2022,Premium,22.962,33.7669,26.8246,331
Cadillac,CT4 AWD,2022,Premium,22.3233,30.9153,25.5142,348
Hyundai,Accent,2022,Regular,33.1352,41.0399,36.2797,248
Audi,A5 Sportback quattro,2022,Premium,25.7063,33.7746,28.8025,307
Audi,A6 quattro,2022,Premium,23.0316,31.9954,26.3541,335
Audi,A5 Sportback S line quattro,2022,Premium,23.9832,30.8316,26.6467,332
Audi,RS 7,2022,Premium,14.7357,22.4903,17.442,507
Audi,RS 5 Sportback,2022,Premium,17.9881,25.1064,20.6188,431
Audi,S5 Sportback,2022,Premium,21.2583,29.5798,24.3396,363
Audi,A6 quattro,2022,Premium,21.2492,29.9694,24.4507,361
Audi,A7 quattro,2022,Premium,21.2492,29.9694,24.4507,361
Bentley,Flying Spur,2022,Premium,15.1979,20.301,17.1363,520
Cadillac,CT5 AWD,2022,Premium,18.4859,25.9337,21.2295,419
Cadillac,CT5 V AWD,2022,Premium,18.4859,25.9337,21.2295,419
Cadillac,CT5,2022,Premium,19.0003,27.0344,21.9335,405
Cadillac,CT5 V,2022,Premium,18,27.0344,21,423
Honda,Civic 4Dr,2022,Regular,32.8942,41.6035,36.3152,243
Honda,Civic 4Dr,2022,Regular,31.0089,38.3105,33.9179,260
Honda,Civic 4Dr,2022,Regular,31.2059,40.0845,34.6607,254
Honda,Civic 4Dr,2022,Regular,30.2174,37.4747,33.1021,266
Hyundai,Venue,2022,Regular,29.3821,32.7368,30.8025,290
Volkswagen,Passat,2022,Regular,24.1585,35.6059,28.2449,315
Hyundai,Ioniq,2022,Regular,54.3633,56.6598,55.3733,162
Hyundai,Ioniq Blue,2022,Regular,58.47,60.2067,59.239,151
Audi,A4 allroad quattro,2022,Premium,24.0885,29.8444,26.3778,335
Audi,RS 6 Avant,2022,Premium,14.6134,22.0124,17.2177,514
Kia,Sorento Hybrid FWD,2022,Regular,39.239,34.6889,37.052,242
Volkswagen,Tiguan,2022,Regular,22.962,30.034,25.6834,346
Audi,Q5 S line quattro,2022,Premium,22.8932,27.9918,24.9372,354
Audi,Q5 Sportback S line quattro,2022,Premium,22.8932,27.9918,24.9372,354
Audi,SQ5,2022,Premium,18.7801,24.2996,20.9183,422
Audi,SQ5 Sportback,2022,Premium,18.7801,24.2996,20.9183,422
Audi,Q3 S line quattro,2022,Regular,20.6741,28.3185,23.5327,375
Audi,Q3 quattro,2022,Regular,22.5366,30.4753,25.5292,346
Volkswagen,Tiguan 4motion,2022,Regular,22.1809,29.401,24.9366,357
Volkswagen,Tiguan R-Line 4motion,2022,Regular,21.4659,28.3824,24.1098,369
Audi,SQ7,2022,Premium,14.7421,20.6301,16.9145,522
Audi,SQ8,2022,Premium,14.7421,20.6301,16.9145,522
Audi,RS Q8,2022,Premium,13.0964,19.112,15.2575,579
Audi,Q7 quattro,2022,Premium,18.4122,22.5104,20.0552,440
Audi,Q8 quattro,2022,Premium,18.4122,22.5104,20.0552,440
Bentley,Bentayga,2022,Premium,14.878,23.7022,17.8722,497
Lamborghini,Urus,2022,Premium,12.2803,16.6758,13.9329,617
Audi,A7 TFSI e quattro,2022,Premium and Electricity,24.6845,31.2356,27.257,126
Audi,Q5 TFSI e quattro,2022,Premium and Electricity,25.0648,26.7761,25.807,148
Hyundai,Ioniq Plug-in Hybrid,2022,Regular Gas and Electricity,52.4362,51.4965,52.0091,74
BMW,Z4 sDrive30i,2022,Premium,25.1544,32.2328,27.9128,317
BMW,Z4 M40i,2022,Premium,21.824,29.0835,24.5855,358
Jaguar,F-Type P450 RWD Coupe,2022,Premium,16.6294,24.2996,19.3826,460
Jaguar,F-Type P450 RWD Convertible,2022,Premium,16.6294,24.2996,19.3826,460
Toyota,GR Supra,2022,Premium,25.1544,32.2328,27.9128,317
Toyota,GR Supra,2022,Premium,22.1809,29.5278,24.9775,351
BMW,430i xDrive Coupe,2022,Premium,23.4542,32.8308,26.9131,327
BMW,430i xDrive Convertible,2022,Premium,23.4542,32.8308,26.9131,327
BMW,M440i Coupe,2022,Premium,24.9182,33.664,28.217,312
BMW,M440i Convertible,2022,Premium,22.8162,30.9899,25.8889,340
BMW,M4 Coupe,2022,Premium,16.0255,23.2422,18.6283,472
BMW,M4 Competition Coupe,2022,Premium,16.2409,22.9535,18.7021,470
BMW,M4 Competition M xDrive Convertible,2022,Premium,15.6194,22.7217,18.176,484
Acura,ILX,2022,Premium,24.2285,34.3255,27.9249,316
BMW,228i xDrive Gran Coupe,2022,Premium,23.1526,33.0688,26.7641,329
BMW,228i Gran Coupe,2022,Premium,24.4022,34.3698,28.0648,314
BMW,330i Sedan,2022,Premium,26.1349,35.5482,29.6705,298
BMW,330i xDrive Sedan,2022,Premium,24.6914,34.1405,28.2041,314
BMW,M3 Sedan,2022,Premium,16.0255,23.2422,18.6283,472
BMW,M3 Competition Sedan,2022,Premium,16.2409,22.9535,18.7021,470
BMW,M440i xDrive Gran Coupe,2022,Premium,21.5376,29.4644,24.5042,360
Volvo,S60 B5,2022,Premium,26.1013,35.1195,29.5115,299
Volvo,S60 B5 AWD,2022,Premium,24.7171,33.0332,27.875,316
Audi,S6,2022,Premium,18.3582,27.5128,21.5911,408
Audi,S7,2022,Premium,18.3582,27.5128,21.5911,408
BMW,530i Sedan,2022,Premium,24.8805,33.3031,28.0757,313
BMW,540i xDrive Sedan,2022,Premium,22.3944,29.0199,24.9587,352
Volvo,S90 B6 AWD,2022,Premium,22.6786,31.2914,25.8847,341
Volvo,V60CC T5 AWD,2022,Premium,21.5376,30.5383,24.8309,355
Audi,A6 Allroad quattro,2022,Premium,20.5296,28.3185,23.4295,377
Volvo,V90CC B6 AWD,2022,Premium,22.4655,29.2741,25.0916,352
Volkswagen,Atlas,2022,Regular,21.4659,25.2214,23.0075,387
Volkswagen,Atlas Cross Sport,2022,Regular,21.4659,24.5862,22.7661,391
Volkswagen,Atlas Cross Sport,2022,Regular,18.3385,23.8388,20.4631,435
Volvo,XC40 T4,2022,Regular,22.7495,31.5415,26.0124,340
Volkswagen,Atlas 4motion,2022,Regular,20,24,22.2545,411
Volkswagen,Atlas Cross Sport 4motion,2022,Regular,20.3124,24.2104,21.899,406
Volkswagen,Atlas Cross Sport 4motion,2022,Regular,17.8951,23.5087,20.0495,443
Volkswagen,Atlas 4motion,2022,Regular,17.0777,23.0453,19.3302,460
Volvo,XC40 T5 AWD,2022,Premium,21.5376,29.8444,24.6218,359
Volvo,XC60 B5 AWD,2022,Premium,22.1809,27.9986,24.4688,360
Volvo,XC60 B6 AWD,2022,Premium,21.4659,27.0344,23.6588,373
Volvo,XC90 T5,2022,Premium,21.3942,29.8444,24.5182,361
Audi,Q7 quattro,2022,Premium,19.6583,25.0863,21.7789,406
Volvo,XC90 T5 AWD,2022,Premium,20.4572,28.1266,23.3185,380
Volvo,XC90 T6 AWD,2022,Premium,19.0003,26.5175,21.7785,405
Kia,Niro Plug-in Hybrid,2022,Regular Gas and Electricity,48.1489,44.4535,46.4127,90
Land Rover,Range Rover Sport PHEV,2022,Premium and Electricity,17.9691,21.0469,19.2349,259
Chevrolet,Camaro,2022,Premium,18.7066,29,22.4007,385
Chevrolet,Camaro,2022,Premium,21.5376,30,24.8309,358
Cadillac,CT5,2022,Premium,22.8912,33.095,26.5788,333
Cadillac,CT5 AWD,2022,Premium,21.6865,30.0497,24.7914,358
Kia,Sorento FWD,2022,Regular,24.2774,28.9363,26.1738,342
Kia,Sorento FWD,2022,Regular,22.441,28.5984,24.8485,360
Volkswagen,Atlas,2022,Regular,18.4122,24.1023,20,445
Kia,Sorento AWD,2022,Regular,23.3858,25.4439,24.2692,366
Kia,Sorento AWD,2022,Regular,21.6093,27.0344,23.7544,377
Land Rover,Range Rover Evoque,2022,Premium,19.809,26.6798,22.4055,398
Land Rover,Discovery Sport,2022,Premium,18.5255,23.409,20.4448,437
Jaguar,F-Type P450 AWD R-Dynamic Coupe,2022,Premium,15.5008,24.0365,18.4489,481
Jaguar,F-Type P450 AWD R-Dynamic Convertible,2022,Premium,15.5008,24.0365,18.4489,481
Audi,A3 quattro,2022,Regular,27.7573,35.5271,30.7872,286
Audi,S3,2022,Premium,23.4482,32.4756,26.8007,331
Chevrolet,Camaro,2022,Regular,18.4122,29.0546,22.0461,404
Chevrolet,Camaro,2022,Regular,16.2995,26.1056,19.6151,452
Chevrolet,Camaro,2022,Premium,15.8028,23.8388,18.6287,477
Cadillac,CT4,2022,Premium,21.3942,30.7898,24.7997,356
Cadillac,CT4 V,2022,Premium,19.7311,28.7015,22.9603,385
Cadillac,CT4 AWD,2022,Premium,20.665,28.719,23.6495,375
Cadillac,CT4 V AWD,2022,Premium,20,28,23,386
Toyota,Corolla Hatchback,2022,Regular,28.1579,35.9365,31.1966,284
Toyota,Corolla Hatchback,2022,Regular,31.798,41.0074,35.3728,251
